HTTP/1.1 200 OK
Content-Length: 3796
Content-Type: application/octet-stream
Last-Modified: Fri, 31 Dec 2010 22:28:52 GMT
Accept-Ranges: bytes
ETag: "02a61a3aa9cb1:9f8"
Server: Microsoft-IIS/6.0
X-Powered-By: ASP.NET
Date: Sat, 28 May 2011 06:44:34 GMT
Connection: keep-alive

Priority Mail - Commercial Plus,,,,,,,

Weight Not Over (Pounds),L 1 & 2,3,4,5,6,7,8
0.5,4.30,4.36,4.45,4.59,4.72,4.85,5.08
1,4.75,4.85,5.00,5.09,5.24,5.39,5.73
2,4.90,5.00,5.45,6.65,7.09,7.61,8.20
3,5.01,5.76,6.57,8.03,9.39,10.24,11.43
4,5.58,6.58,7.64,9.79,11.41,12.51,14.17
5,6.21,7.51,8.38,11.44,13.23,14.59,16.70
6,7.07,8.70,9.97,13.50,14.82,16.83,18.59
7,7.77,9.65,11.12,15.42,16.48,18.92,21.24
8,8.22,10.02,12.33,16.84,17.88,20.76,23.82
9,8.44,10.72,13.16,18.17,19.35,22.59,26.51
10,8.94,11.55,13.87,19.35,20.96,24.58,28.95
11,9.36,11.83,14.68,20.10,22.26,25.92,29.99
12,9.76,12.43,15.49,21.23,23.99,27.25,31.27
13,10.02,12.74,15.94,22.40,25.73,28.35,32.35
14,10.37,13.30,16.66,23.41,27.11,29.98,33.97
15,10.82,13.89,17.46,24.12,27.73,30.28,34.70
16,11.18,14.36,18.01,24.63,28.35,30.97,35.58
17,11.52,14.85,18.38,25.25,29.11,31.73,36.49
18,11.77,15.31,18.73,25.76,29.68,32.34,37.37
19,12.17,15.66,19.03,26.37,30.38,33.17,38.30
20,12.47,15.90,19.39,26.82,30.96,33.79,39.14
21,12.82,16.12,19.70,27.27,31.47,34.39,39.91
22,13.13,16.41,19.99,27.89,32.17,35.17,40.90
23,13.42,16.62,20.55,28.36,32.74,35.80,41.61
24,13.72,16.82,21.17,28.96,33.41,36.63,42.65
25,14.03,17.07,21.87,29.43,33.93,37.18,43.37
26,14.32,17.27,22.57,30.03,34.68,37.95,44.76
27,14.72,17.52,23.25,30.45,35.19,38.52,46.42
28,15.19,17.72,23.84,30.84,35.66,39.09,48.13
29,15.63,17.92,24.56,31.25,36.12,39.60,49.67
30,16.13,18.19,25.20,31.70,36.64,40.17,51.34
31,16.53,18.33,25.92,32.07,37.09,40.68,53.03
32,16.97,18.78,26.58,32.48,37.61,41.66,54.69
33,17.43,19.29,27.17,32.88,38.07,42.84,56.29
34,17.88,19.79,27.89,33.59,39.19,44.02,57.95
35,18.33,20.30,28.45,34.30,40.26,45.21,59.61
36,18.78,20.80,28.91,35.07,41.28,46.43,61.26
37,19.24,21.25,29.38,35.73,42.36,47.62,62.91
38,19.48,21.75,29.81,36.43,43.54,48.75,64.57
39,19.72,22.22,30.22,37.16,44.61,50.00,66.27
40,20.09,22.66,30.68,37.92,45.62,51.12,67.82
41,20.51,23.10,31.08,38.27,46.71,52.35,69.47
42,20.89,23.57,31.50,39.09,47.73,53.59,71.13
43,21.31,23.96,31.90,39.95,48.91,54.76,72.80
44,21.69,24.43,32.30,40.87,49.92,56.00,74.44
45,22.05,24.88,32.66,41.74,51.01,57.20,76.09
46,22.47,25.34,33.30,42.54,52.08,58.37,77.74
47,22.86,25.78,33.93,43.46,53.26,59.61,79.35
48,23.28,26.13,34.68,44.32,54.34,60.83,80.76
49,23.65,26.45,35.03,45.15,55.30,62.08,81.58
50,23.97,26.69,35.35,46.01,56.38,63.25,82.60
51,24.45,26.95,35.98,46.93,57.45,64.44,83.48
52,24.77,27.19,36.68,47.78,58.63,65.63,84.29
53,25.25,27.45,37.29,48.65,59.66,66.86,85.13
54,25.57,27.64,37.91,49.57,60.68,67.99,85.94
55,25.99,27.90,38.68,50.43,61.75,69.12,86.67
56,26.38,28.10,39.29,51.24,62.92,70.35,87.43
57,26.79,28.36,39.90,52.06,63.95,71.58,88.22
58,27.16,28.56,40.61,52.98,65.03,72.18,88.93
59,27.59,28.75,41.28,53.85,65.69,72.59,89.57
60,27.91,28.96,41.89,54.75,66.06,73.77,90.25
61,28.38,29.15,42.64,55.57,66.83,74.91,91.45
62,28.71,29.42,43.26,56.50,67.25,76.07,92.90
63,29.17,29.86,43.93,57.41,67.64,76.85,94.36
64,29.50,30.04,44.58,58.28,68.06,77.32,95.84
65,29.93,30.12,45.16,58.85,68.40,77.74,97.34
66,30.29,30.47,45.87,59.10,68.83,78.13,98.75
67,30.72,30.89,46.62,59.72,69.17,78.57,100.30
68,31.10,31.26,47.25,60.57,69.45,78.95,101.69
69,31.53,31.69,47.85,61.49,69.84,79.35,103.19
70,31.89,32.06,48.60,61.76,70.13,79.66,104.64
Balloon,12.47,15.90,19.39,,,,
,,,,,,,
"Flat Rate Envs 12-1/2"" x 9-1/2"" or smaller",4.70,4.70,4.70,4.70,4.70,4.70,4.70
Legal Flat Rate Envelope,4.90,4.90,4.90,4.90,4.90,4.90,4.90
Padded Flat Rate Envelope,4.90,4.90,4.90,4.90,4.90,4.90,4.90
Small Flat Rate Box,4.95,4.95,4.95,4.95,4.95,4.95,4.95
Medium Flat Rate Boxes,9.97,9.97,9.97,9.97,9.97,9.97,9.97
Large Flat Rate Box,13.67,13.67,13.67,13.67,13.67,13.67,13.67
APO/FPO/DPO Large FRB,11.67,11.67,11.67,11.67,11.67,11.67,11.67
